smiles_harmonized,BileAcid_delta_count,has_primaryAmine,has_secondaryAmine,has_carboxylicAcid,has_alcohol,has_phenol,has_alkene,has_thiol,has_ester,has_phosphate,has_ketone,has_aldehyde,data_source_is,synonyms,mf,monomass,inchikey,csv_file_name,dbid_Broad,dbid_chembl,dbid_FoodDB,dbid_CyanoMetDB,dbid_drugbank,dbid_drugCentral,dbid_HMDB,dbid_PolyphenolDBc,dbid_PolyphenolDBm,dbid_PubChem,dbid_PubChemLite,dbid_NORMAN,dbid_T3DB,delta_mass_for_BAs,commercially_available
CCCCNC(=O)NCC,197.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",1-Butyl-3-ethylurea,C7H16N2O,144.126,BFLWAUWLGJKDMJ-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,95670,95670,,,126.11544,True
CCC(=O)c1ccc2c(c1)OCO2,,0,0,0,0,0,0,0,0,0,1,0,"PubChem, PubChem Lite, NORMAN","1-(1,3-Benzodioxol-5-yl)-1-propanone, 28281-49-4, 1-Propanone, 1-(1,3-benzodioxol-5-yl)-",C10H10O3,178.063,RVBJGSPBFIUTTR-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,,,,,,,,95682,95682,NS00005563,,160.05244,True
CC(=O)NC(C)(C)C#N,113.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",N-(1-Cyano-1-methylethyl)acetamide,C6H10N2O,126.079,LKIVSDJTIHCTLP-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,95784,95784,,,108.06844,True
CCOC(=O)C(C)(OCC)OCC,,0,0,0,0,0,0,0,1,0,0,0,"PubChem, PubChem Lite","Ethyl 2,2-diethoxypropionate",C9H18O4,190.121,BVAMIFTXHAJQHP-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,95835,95835,,,172.11044,True
CC1CC(=O)NC(=O)C1,685.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",3-Methylglutarimide,C6H9NO2,127.063,OTQNZVVDFWNHDO-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,95858,95858,,,109.05244,True
CC(=O)Cc1ccccn1,259.0,0,0,0,0,0,0,0,0,0,1,0,"PubChem, PubChem Lite",1-(Pyridin-2-Yl)Propan-2-One,C8H9NO,135.068,TZTXTIBZSSSFDI-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,95910,95910,,,117.05744,True
COC(=O)NP(=O)(OC)OC,,0,0,0,0,0,0,0,1,0,0,0,"PubChem, PubChem Lite","Carbamic acid, (dimethoxyphosphinyl)-, methyl ester, methyl N-dimethoxyphosphorylcarbamate",C4H10NO5P,183.03,SGOHXLPOPHKKDY-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,95923,95923,,,165.01944,True
CC(=O)N1C(=O)NC(=O)C12CCCC2,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","1,3-Diazaspiro(4.4)nonane-2,4-dione, 1-acetyl-, 1012-35-7",C9H12N2O3,196.085,ZKYOZCXGILTYOW-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,95999,95999,,,178.07444,True
C1CCC2(CC1)SCCS2,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","1,4-Dithiaspiro[4.5]decane",C8H14S2,174.054,CWBCHVVTDJAGBP-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,96001,96001,,,156.04344,True
CC(C)S(=O)(=O)C(C)C,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Isopropyl sulfone, Diisopropyl sulfone",C6H14O2S,150.071,ZDULHUHNYHJYKA-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,96232,96232,,,132.06044,True
CCCCNC(=O)NC,33.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",1-Butyl-3-methylurea,C6H14N2O,130.111,SIVFQKCLFRMMSZ-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,96349,96349,,,112.10044,True
CC(C)CN1C(=O)c2ccccc2C1=O,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",N-Isobutylphthalimide,C12H13NO2,203.095,DLGAPXQHTIJNJA-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,96380,96380,,,185.08444,True
CCOC(=O)Cc1cccnc1,12299.0,0,0,0,0,0,0,0,1,0,0,0,"PubChem, PubChem Lite, NORMAN","Ethyl 3-pyridylacetate, 3-Pyridineacetic acid, ethyl ester",C9H11NO2,165.079,RPWXYCRIAGBAGY-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,,,,,,,,96490,96490,NS00030688,,147.06844,True
CCCCCCCCCCSCCO,1239.0,0,0,0,1,0,0,0,0,0,0,0,"PubChem, PubChem Lite, NORMAN","Ethanol, 2-decylthio-, 2-Decylthioethanol",C12H26OS,218.17,MWVYOMQTCFCPHY-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,,,,,,,,96654,96654,NS00031063,,200.15944,True
CCN(CC)C(=O)CCC(=O)N(CC)CC,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Succinamide, N,N,N',N'-tetraethyl-, Mg 148",C12H24N2O2,228.184,AKBQMZHYZAGQOK-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,96893,96893,,,210.17344,True
CCCCC[Sn](CCCCC)(CCCCC)CCCCC,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Stannane, tetrapentyl-, Tetrapentylstannane",C20H44Sn,404.247,JEHHMOWXLBXVHN-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,96902,96902,,,386.23644,True
CCCCC#CC(=O)C#CCCCC,,0,0,0,0,0,0,0,0,0,1,0,"PubChem, PubChem Lite","5,8-Tridecadiyn-7-one",C13H18O,190.136,HIMXZONSEQRTFZ-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,96938,96938,,,172.12544,True
CCCCCCNP(=O)(OCC)OCC,,0,1,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",Diethyl N-hexylamidophosphate,C10H24NO3P,237.149,BWMOLFZIUSUNAV-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,97166,97166,,,219.13844,True
CC(C)OP(=O)(OC=C(Cl)Cl)OC(C)C,,0,0,0,0,0,1,0,0,1,0,0,"PubChem, PubChem Lite","Phosphoric acid, 2,2-dichlorovinyl diisopropyl ester",C8H15Cl2O4P,276.009,DCFCPSAOCWUVMF-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,97574,97574,,,257.99844,True
CC(=O)Nc1ccc2c(c1)OCO2,30.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","3',4'-Methylenedioxyacetanilide, 13067-19-1",C9H9NO3,179.058,CGLCDOZYDURWIG-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,98688,98688,,,161.04744,True
CC(=O)Oc1cc2c3c(c1)CCCN3CCC2,,0,0,0,0,0,0,0,1,0,0,0,"PubChem, PubChem Lite","1H,5H-Benzo(ij)quinolizin-9-ol, 2,3,6,7-tetrahydro-, acetate, 1H,5H-Benzo(ij)quinolizin-9-ol, 2,3,6,7-tetrahydro-, acetate, hydrobromide, NSC 159998",C14H17NO2,231.126,GPVVHKXOTQDZOK-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,"98699, 3063563",98699,,,213.11544,True
CCCCCCCCCCC(=O)N1CCOCC1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite, NORMAN","1-Undecanone, 1-morpholino-, 4-(1-Oxoundecyl)morpholine",C15H29NO2,255.22,DIVMORBOGQJESX-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,,,,,,,,98730,98730,NS00029396,,237.20944,True
CCCCOP(=O)(CSCC)OCCCC,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Phosphonic acid, ethylthiomethyl-, dibutyl ester, 74038-42-9",C11H25O3PS,268.126,VTHBDGDHZUFKMP-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,99192,99192,,,250.11544,True
CN(C)C(=O)NCc1ccco1,614.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","1,1-Dimethyl-3-furfurylurea",C8H12N2O2,168.09,OBWYFVTZRZQKNQ-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,99195,99195,,,150.07944,True
CCCCOP(=O)(Nc1ccccc1)OCCCC,,0,1,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Phosphoramidic acid, phenyl-, dibutyl ester, Di-n-butyl anilidophosphate",C14H24NO3P,285.149,IORDJEXCQVLCGQ-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,99244,99244,,,267.13844,True
CN(C)C(=O)N1CCCCC1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","N,N-Dimethyl-1-piperidinecarboxamide",C8H16N2O,156.126,FYYRPPUFMRGGNG-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,99268,99268,,,138.11544,True
CCN(CC)C(=S)N1CCCCC1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","1-Piperidinecarboxamide, N,N-diethylthio-, N,N-Diethylthio-1-piperidinecarboxamide",C10H20N2S,200.135,KSFMTNWDMJNIKE-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,99271,99271,,,182.12444,True
CCCC(=O)OCc1ccccn1,,0,0,0,0,0,0,0,1,0,0,0,"PubChem, PubChem Lite","2-Pyridinemethanol, butyrate",C10H13NO2,179.095,VTMMEMGFKVSPFG-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,99347,99347,,,161.08444,True
CC(C)OCCCO,39.0,0,0,0,1,0,0,0,0,0,0,0,"PubChem, PubChem Lite",3-Isopropoxy-1-propanol,C6H14O2,118.099,GBSGXZBOFKJGMG-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,99378,99378,,,100.08844,True
CCCCCP(=O)(CCCCC)CCCCC,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",Tripentylphosphine oxide,C15H33OP,260.227,SAIZTOCXWYRRNW-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,99394,99394,,,242.21644,True
CCCCCCP(=O)(CCCCCC)C1CCCCC1,455.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Phosphine oxide, cyclohexyldihexyl-",C18H37OP,300.258,SXNHVRVUGYTRGR-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,99398,99398,,,282.24744,True
CCCCCP(=O)(CCCCC)C1CCCC1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Phosphine oxide, cyclopentyldipentyl-",C15H31OP,258.211,KCNMJDZXLRIIRY-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,99402,99402,,,240.20044,True
CCCCCCP(=O)(CCCC)CCCC,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Phosphine oxide, dibutylhexyl-",C14H31OP,246.211,IOEIIVUUHFHIBG-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,99403,99403,,,228.20044,True
CN(C)S(=O)(=O)Oc1ccccc1N,,1,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","N,N-Dimethylsulfamic acid o-aminophenyl ester, o-Aminophenyl dimethylsulfamate",C8H12N2O3S,216.057,YOFUDCNRYWXWSA-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,99435,99435,,,198.04644,True
CCCCCCCCCCP(=O)(OCCCC)OCCCC,44.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",Dibutyl decylphosphonate,C18H39O3P,334.264,MBCXIKUNYKOIOD-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,99439,99439,,,316.25344,True
CCCCOP(=O)(CCC)OCCCC,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite",Dibutyl propylphosphonate,C11H25O3P,236.154,XCUMIEFHVASVMQ-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,99440,99440,,,218.14344,True
CCN(CC)P(=O)(OC)OC,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Phosphoramidic acid, diethyl-, dimethyl ester, 65659-19-0",C6H16NO3P,181.087,CNDASVMCQFLHRG-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,99582,99582,,,163.07644,True
CN(C)C(=O)NCCCCCCNC(=O)N(C)C,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","1,1'-Hexamethylenebis(3,3-dimethylurea), 20575-76-2",C12H26N4O2,258.206,JZGGZNWADMJJCC-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,99644,99644,,,240.19544,True
CC(C)(C)C(CO)CO,,0,0,0,2,0,0,0,0,0,0,0,"PubChem, PubChem Lite","2-Tert-butylpropane-1,3-diol, 2-tert-butylpropane-1,3-diol",C7H16O2,132.115,LQPVVSDKTCYYBZ-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,100226,100226,,,114.10444,True
CN(C)c1cc(=O)c2ccc3ccccc3c2o1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","4H-Naphtho(1,2-b)pyran-4-one, 2-(dimethylamino)-, K 12164",C15H13NO2,239.095,NXOPTRFWHJTSOT-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,100378,100378,,,221.08444,True
CCN(C)c1cc(=O)c2ccc3ccccc3c2o1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","4H-Naphtho(1,2-b)pyran-4-one, 2-(ethylmethylamino)-, K 12087",C16H15NO2,253.11,HHRSLWWJFDXZCT-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,100379,100379,,,235.09944,True
CC[P+](CC)(CC)c1ccccc1,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Phosphonium, triethylphenyl-, iodide, TL 581",C12H20IP,322.035,RJPPYCZKYVZXFJ-UHFFFAOYSA-M,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,102363,102364,,,304.02444,True
CC[S+](CC)CC,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite, NORMAN","Triethylsulfonium bromide, Triethylsulfonium mu-iodotetraiododimercurate(1-), Triethylsulfanium;triiodomercury(1-), Triethylsulfonium iodide, Triethylsulfonium Bis(trifluoromethanesulfonyl)imide, Triethylsulphonium tetrafluoroborate(1-)",C6H15BrS,198.008,ANUSMYJRISPAKG-UHFFFAOYSA-M,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChem_compound_list_QAflQMAEpbiSkqeLJfPuoaF5IxmHYmccHTl8UAYoblEGMVI_Safety and Hazards.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,,,,,,,,"102402, 202585, 209231, 74589, 16211135",74590,NS00041729,,179.99744,True
CCCCNc1ccccc1OC,,0,1,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","Benzenamine, N-butyl-2-methoxy-, N-BUTYL-N-(2-METHOXYPHENYL)AMINE",C11H17NO,179.131,KLBGDUZWAJNQRX-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,103412,103412,,,161.12044,True
Cc1ccccc1OCCCO,,0,0,0,1,0,0,0,0,0,0,0,"PubChem, PubChem Lite",3-(o-Tolyloxy)-1-propanol,C10H14O2,166.099,RQROCSGRAXVVFN-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,104195,104195,,,148.08844,True
CNC(=O)N(C)C(=O)Nc1ccccc1F,,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite","1,3-Dimethyl-5-(2-fluorophenyl)biuret, 53285-95-3",C10H12FN3O2,225.091,YSOVFFJRBQSBAJ-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,104457,104457,,,207.08044,True
CCOC(=O)C[n+]1ccccc1C,,0,0,0,0,0,0,0,1,0,0,0,"PubChem, PubChem Lite",Carbethoxymethyl-alpha-picolinium bromide,C10H14BrNO2,259.021,ZBUYMIGDJRGWLE-UHFFFAOYSA-M,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,108772,108773,,,241.01044,True
CCN1CCNC(=O)C1=O,19.0,0,0,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite, NORMAN","1-Ethylpiperazine-2,3-dione, 1-ethylpiperazine-2,3-dione",C6H10N2O2,142.074,ZBEKOEYCWKIMGU-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,,,,,,,,108812,108812,NS00056629,,124.06344,True
c1ccc2c(c1)CNNC2,,0,2,0,0,0,0,0,0,0,0,0,"PubChem, PubChem Lite, NORMAN","1,2,3,4-Tetrahydrophthalazine hydrochloride, 1,2,3,4-Tetrahydrophthalazine",C8H11ClN2,170.061,DSMOOKAFQXDFFL-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv, susdat_2022-01-18-104316.csv",,,,,,,,,,109016,83184,NS00024166,,152.05044,True
C[n+]1ccccc1C#N,,0,0,0,0,0,0,0,0,0,0,0,PubChem,"Pyridinium, 2-cyano-1-methyl-, methanesulfonate",C8H10N2O3S,214.041,SZOCTOZMEHQPMF-UHFFFAOYSA-M,PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv,,,,,,,,,,112866,,,,196.03044,True
CC(C)(C#N)NCCO,102.0,0,1,0,1,0,0,0,0,0,0,0,"PubChem, PubChem Lite","2-[(2-Hydroxyethyl)amino]-2-methylpropanenitrile, 2-[(2-hydroxyethyl)amino]-2-methylpropanenitrile",C6H12N2O,128.095,YCADCBJTVOGBQO-UHFFFAOYSA-N,"PubChem_compound_list_PXqYPbcZ0qXlj9CWUu6ZvNZkmgRUnQ0Ldy4WR2w_BEZsJjg_Toxicity.csv, PubChemLite_31Oct2020_exposomics.csv",,,,,,,,,,114246,114246,,,110.08444,True
